Latitude,Longitude,Nama_Unit,Kode_Unit,Alamat,Dokter_Spesialis,Dokter_Umum,Dokter_Gigi,Perawat,Bidan,Farmasi,Nakes_Lainnya,Tenaga_Pendukung,Provinsi
4.601239,96.687675,CELALA,P1106062201,"Jl. Angkup - Betung Ds. Blang Delem, Kec. Celala",0,2,0,13,23,0,2,1,ACEH
4.683618,96.740257,BLANG MANCUNG,P1106061101,"Jl. Glp Payung - Sp. Balik Ds. Blang Mancung, Kec. Ketol",0,2,1,24,11,4,13,5,ACEH
4.679246,96.799942,RATAWALI,P1106051201,"Jl. Ratawali - Blang Mancung Ds. Kute Panang, Kec. Kute Panang",0,3,0,13,12,2,12,3,ACEH
4.636906,96.838814,BEBESEN,P1106050201,"Jl. Bebesan - Blang Gele, Kec. Bebesen",0,2,1,12,41,4,15,3,ACEH
4.601561,96.797684,ATANG JUNGKET,P1106041201,"Jl. Takengon - Angkup Ds. Uning Niken, Kec. Bies",0,1,0,17,25,2,17,4,ACEH
4.593125,96.837173,PEGASING,P1106040201,"Jl. Takengon - Isaq Ds. Simpang Kelaping, Kec. Pegasing",0,1,1,19,37,4,17,0,ACEH
4.639543,96.849007,KEBAYAKAN,P1106032201,"Jl.Abdul Wahab Kebayakan Takengon Ds.Gunung Bukit,Kec.Kebayakan",0,2,1,12,33,1,20,3,ACEH
4.624833,96.848984,KOTA,P1106031201,"Jl. Pahlawan Batu Afu, Kec. Lut Tawar",0,1,0,16,23,9,22,2,ACEH
4.605321,97.018463,BINTANG,P1106020101,"Jl. Bintang Serule Kuala I Ds. Kuala I, Kec. Bintang",0,2,0,19,31,2,11,2,ACEH
4.361159,96.773674,JAGONG,P1106012201,"Jl. Takengon - Gegarang Ds. Jeget Ayu, Kec. Jagong Jeget",0,2,1,11,17,0,9,0,ACEH
4.464143,96.792503,MERAH MEGE,P1106011101,"Jl. Merah Mege - Jagong Ds. Merah Mege, Kec. Atu Lintang",0,1,2,6,9,0,12,1,ACEH
4.489889,96.85218,ISAQ,P1106010101,"Jl. Takengon - Blang Kejeren Ds. Kute Robel, Kec. Linge Isaq",0,2,0,16,21,4,15,0,ACEH
5.107216,97.515579,MADAT,P1105181201,"Ds. Keude Madat, Kec. Madat",0,3,1,16,37,2,0,11,ACEH
5.105809,97.533012,SIMPANG ULIM,P1105180102,"Jl. Medan-Banda Aceh Ds.Gampong Blang, Kec. Simpang Ulim",0,3,1,12,41,2,10,8,ACEH
5.061403,97.520607,PANTE BIDARI,P1105170202,"Jl. Medan - Banda Aceh Ds. Meunasah Tunong, Kec. Pante Bidari",0,3,1,12,23,0,6,2,ACEH
5.089221,97.492142,MATANG PUDENG,P1105170201,"Ds. Matang Pudeng, 'Kec. Pante Bidari",0,2,0,9,23,0,5,8,ACEH
4.920914,97.590973,PERKEBUNAN INTI ALUE IE ITAM,P1105161202,"Ds. Alue le Itam, Kec. Indra Makmur",0,1,1,6,11,0,3,5,ACEH
4.920914,97.590973,ALUE IE MIRAH,P1105161201,"Ds. Alue Ie Mirah, Kec. Indra Makmur",0,3,1,10,17,2,3,3,ACEH
5.067211,97.594849,JULOK,P1105160101,"Jl. Medan - Banda Aceh Ds. Matang, Kec. Julok",0,3,1,24,44,3,7,8,ACEH
4.977098,97.663643,NURUSSALAM,P1105150201,"Bagok, Kec. Nurussalam",0,3,0,13,38,2,2,4,ACEH
4.798284,96.940926,DARUL AMAN,P1105140201,Jl. Medan - Banda Aceh Ds. Gampong Kec. Darul Aman,0,2,0,20,63,4,7,7,ACEH
4.929553,97.75853,DARUL IHSAN,P1105134202,"Jl. Padang Petuati Ds.Keude Dua, Kec. Darul Ihsan",0,1,0,8,23,0,3,0,ACEH
4.921665,97.724937,IDI TUNONG,P1105133201,"Ds. Idi Tunong, Kec. Idi Tunong",0,2,1,11,24,0,5,0,ACEH
4.907538,97.696526,KEUDE GEUROBAK,P1105132201,"Ds. Panton Rayeuk M Keude Geurobak), Kec. Banda Alam",0,3,1,12,18,0,2,6,ACEH
4.883033,97.807579,PEUDAWA,P1105131201,Jl. Medan-Banda Aceh Ds. Seuneubok Peunteut Kec. Peudawa,0,3,1,9,27,0,2,6,ACEH
4.805545,97.823036,RANTO PEUREULAK,P1105120101,"Jl. Peunaron - Lokop, Ds. Alue Dua, Kec. Ranto Peureulak",0,3,1,20,45,0,7,11,ACEH
4.8649,97.875801,PEUREULAK BARAT,P1105112201,"Jl. Medan-Banda Aceh Ds.Paya Gajah Km.385, Kec. Peureulak Barat ",0,2,0,17,33,0,3,6,ACEH
4.711762,97.900047,PEUREULAK TIMUR,P1105111201,"Jl. Medan - Banda Aceh Ds. Seuneubok Teungoh, Kec. Peureulak Timur ",0,3,0,17,44,4,4,18,ACEH
4.667512,97.923233,SUNGAI RAYA,P1105101201,"Jl. Medan - Banda Aceh Ds. Labuhan Keude, Kec. Sungai Raya",0,5,1,18,40,2,4,5,ACEH
4.532674,97.940735,BIREM BAYEUN,P1105090201,"Jl. Medan - Banda Aceh Ds. Birem Keude, Kec. Birem Bayeun",0,3,1,16,67,4,6,6,ACEH
4.58414,97.677238,PEUNARON,P1105082201,"Ds. Peunaron Baru Dsn.DK II, Kec. Peunaron",0,0,2,7,19,0,2,1,ACEH
4.327866,97.757355,SIMPANG JERNIH,P1105081201,"Jl. Buntul Gayo, Kec. Simpang Jernih",0,2,0,8,16,2,8,0,ACEH
3.512908,97.818359,DELENG PEKHISON,P1104053101,"Ds. Beriring Naru, Kec. Deleng Pokhkisen",0,3,0,16,0,48,26,2,ACEH
3.642244,97.696281,JAMBUR LAK-LAK,P1104052201,"Jl. Kutacane-Blangkejeren Ds. Lak-lak, Kec. Ketambe",0,2,0,5,0,18,11,0,ACEH
3.555848,97.764404,MAMAS,P1104051201,"Jl. Panglima Bedul Ds. Mamas, Kec. Darul Hasanah",0,1,0,6,0,27,20,0,ACEH
3.563346,97.770149,NATAM,P1104050101,"Jl. Kutacane-Blangkejeren Km.10 Ds. Natam, Kec. Badar",0,1,1,23,0,42,14,0,ACEH
3.485134,97.835609,KUTAMBARU,P1104041101,"Jl. Kampung Nangka Ds. Kutambaru, Kec. Lawe Bulan",0,2,0,21,0,45,31,0,ACEH
3.486292,97.810074,KOTA KUTACANE,P1104040201,"Jl. Ananas Ds. Pulonas, Kec. Babussalam",0,3,0,27,0,83,29,0,ACEH
3.426315,97.880051,LAWE DUA,P1104031201,"Ds. Lawedua, Kec. Bukit Tusam",0,2,0,9,0,21,25,2,ACEH
3.443161,97.836166,BIAK MULI,P1104030101,"Jl. Kutacane-Medan Ds. Biak Muli, Kec. Bambel",0,1,0,32,0,33,30,2,ACEH
3.119949,97.963379,LOUSER,P1104023201,Kec. Lauser,0,1,0,9,0,0,11,0,ACEH
3.391516,97.906464,SUKA MAKMUR,P1104022201,"Jl. Kutacane-Medan Km.20 Ds. Suka Makmur, Kec. Semadam",0,1,0,16,0,21,15,0,ACEH
3.298673,97.938538,GURGUR PARDOMUAN,P1104021201,"Ds. Pardomuan I, Kec. Babul Makmur",0,2,0,11,0,24,7,0,ACEH
3.298324,97.957352,LAWE PERBUNGA,P1104021102,"Jl. Kutacane-Medan Km.30 Ds. Bakti, Kec. Babul Makmur",0,2,0,11,0,30,3,0,ACEH
3.350329,97.917671,LAWE SIGALA-GALA,P1104020101,"Jl. Kutacane-Medan Km.23,5 Ds.Lawe Sigala Barat,Kec.Lawe Sigala-Gala",0,2,1,12,0,42,5,0,ACEH
3.284046,97.973389,TANOH ALAS,P1104012101,Kec. Tanoh Alas,0,3,0,10,0,9,8,0,ACEH
3.333004,97.896896,UNING SIGURGUR,P1104011201,"Ds. Uning Sigurgur, Kec. Babul Rahmad",0,1,0,8,0,30,11,0,ACEH
3.325709,97.899086,LAWE SUMUR,P1104011102,"Jl. Kelapa Gading Ds. Lawe Sumur, Kec. Babul Rahmad",0,2,0,18,0,33,20,2,ACEH
3.425741,97.825485,ENGKEREN,P1104010101,"Ds. Ngkeren, Kec. Lawe Alas",0,1,0,24,0,42,16,0,ACEH
3.591275,96.97271,BLANGKEJEREN,P1103092101,"Jl. Tapaktuan - Blangpidie Ds Kuta Trieng, Kec. Labuhan Haji Barat",0,3,0,21,23,1,10,4,ACEH
3.503331,97.026764,PEULUMAT,P1103091201,"Jl. Tapaktuan - Balngpidie Ds. Paya Peulumat, Kec. Labuhan Haji Timur",0,1,0,17,14,0,2,4,ACEH
3.555525,97.012512,LABUHAN HAJI,P1103090101,"Jl. Tapaktuan-Blangpidie Ds. Manggis Harapan, Kec. Labuhan Haji",0,1,0,20,16,0,9,0,ACEH
3.488584,97.08065,DRIEN JALO,P1103080202,Ds. Drien Jalo Kec. Meukek,0,1,0,2,10,0,3,0,ACEH
5.098927,96.900818,SAWANG,P1103070201,"Jl. Tapaktuan -Blangpidie Ds. Meuligo, Kec. Sawang",0,2,1,18,13,2,3,1,ACEH
3.310476,97.146896,SAMADUA,P1103060201,"Jl. Tapaktuan-Blangpidie Ds. Jilatang, Kec. Samadua",0,1,0,8,30,0,4,1,ACEH
3.272988,97.213379,LHOK BENGKUANG,P1103050202,"Jl. TR Angkasah No. 221 Lhok Bengkuang, Kec. Tapaktuan",0,2,0,14,13,0,15,3,ACEH
3.276875,97.166161,TAPAKTUAN,P1103050201,"Jl. TB Mahmud Ds. Air Berundang, Kec. Tapaktuan",0,3,0,11,11,2,4,2,ACEH
3.219996,97.374008,MANGGAMAT,P1103042201,"Ds. Koto, Kec. Kluet Tengah",0,1,1,10,12,0,2,2,ACEH
3.197663,97.275131,LADANG TUHA,P1103041201,"Jl. Tapaktuan-Medan Ds. Ladang Tuha, Kec. Pasie Raja",0,1,1,8,14,0,9,3,ACEH
3.113863,97.365784,KAMPONG PAYA,P1103040202,"Jl. Manggamat - Kuta Fajar Ds. Kampung Paya, Kec. Kluet Utara",0,1,1,5,4,0,2,0,ACEH
3.093947,97.311638,KUALA BA\'U,P1103040103,"Ds. Pasi Kuala Ba'u, Kec. Kluet Utara",0,1,1,6,7,0,2,4,ACEH
3.132383,97.320259,KLUET UTARA,P1103040101,"Jl. Tgk Kilat Fajar Ds. Kota Fajar, Kec. Kluet Utara",0,1,0,9,15,4,3,0,ACEH
3.086623,97.40522,DURIAN KAWAN,P1103031201,"Ds. Durian Kawan, Kec. Kluet Timur",0,2,0,15,11,0,4,4,ACEH
3.047885,97.330246,KLUET SELATAN,P1103030101,"Ds. Suaq Bakong, Kec. Kluet Selatan",0,4,1,6,12,0,6,4,ACEH
2.891901,97.547173,SEUBADEH,P1103021201,"Jl. Tapaktuan-Medan Ds. Seubadeh, Kec. Bakongan Timur",0,1,0,5,6,0,0,0,ACEH
2.948768,97.537247,BUKIT GADENG,P1103020202,"Ds. Ujung Tanoh, Kec. Bakongan",0,1,1,2,6,0,0,0,ACEH
2.929134,97.471603,BAKONGAN,P1103020101,"Ds. Kedai Bakongan, Kec. Bakongan",0,2,1,13,10,0,8,2,ACEH
2.865863,97.752739,KRUENG LUAS,P1103011201,"Jl. Tapaktuan-Medan Ds. Krueng Luas, Kec. Trumon Timur",0,1,0,4,10,0,4,2,ACEH
2.912001,97.651031,LADANG RIMBA,P1103011102,"Jl. Tapaktuan-Medan Ds.Ladang Rimba, Kec.Trumon Timur",0,3,0,2,9,0,6,1,ACEH
2.794147,97.6735,TRUMON,P1103010201,"Jl. TR Angkasa Ds. Keude Trumon, Kec. Trumon",0,1,1,7,13,0,7,1,ACEH
2.454086,97.878021,KUTA BAHARU,P1102043201,"Jl. Kuta Baharu, Kec. Kota Baharu",0,1,0,4,1,0,0,0,ACEH
2.528123,97.958542,SINGKOHOR,P1102042201,"J. Hamzah Fasuri, Kec. Singkohor",0,2,0,12,13,2,0,0,ACEH
2.506481,98.027916,SURO,P1102033201,"Jl. Bulu Sema, Kec. Suro Makmur",0,2,0,19,26,2,3,3,ACEH
2.239236,98.132965,DANAU PARIS,P1102032201,"Jl. Kampung Biskang, Kec. Danau Paris",0,2,0,20,15,2,7,2,ACEH
4.234836,98.022339,SIMPANG KANAN,P1102030201,"Jl. Kesehatan No.141, Kec. Simpang Kanan",0,4,0,18,27,2,12,0,ACEH
2.579669,96.205643,KUALA BARU,P1102022201,"Jl. Kuala Baru, Kec. Kuala Baru",0,0,0,8,8,2,2,0,ACEH
2.279972,97.923523,SINGKIL UTARA,P1102021201,"Jl. Raya Singkil - Rimo, Kec. Singkil Utara",0,3,0,24,13,2,5,1,ACEH
2.261758,97.788879,SINGKIL,P1102020101,"Jl. Merdeka No, 10 Pasar Singkil, Kec. Singkil",0,3,0,22,16,4,11,1,ACEH
2.306921,97.399323,PULAU BANYAK,P1102010201,"Jl. Iskandar Muda Pulau Balai, Kec. Pulau Banyak",0,5,0,6,9,2,5,4,ACEH
2.807666,95.772446,ALAFAN,P1101051101,"Ds. Langi, Kec. Alafan",0,0,0,7,7,2,3,0,ACEH
2.794006,95.860184,SIMEULUE BARAT,P1101050101,"Ds. Malasin, Kec. Simeulue Barat",0,0,0,9,9,2,5,2,ACEH
2.646289,95.914825,SALANG,P1101040101,"Ds. Nasreuhe, Kec. Salang",0,0,0,16,10,0,5,0,ACEH
2.652856,96.085175,TELUK DALAM,P1101031101,"Ds. Kuala Bakti, Kec. Teluk Dalam",0,0,0,12,6,2,6,0,ACEH
2.647047,95.967064,SIMEULUE TENGAH,P1101030101,"Kampung Aie, Kec. Simeulue Tengah",0,0,0,18,12,4,11,0,ACEH
2.476397,96.258888,TEUPAH BARAT,P1101021101,"Jl. T Diujung Ds. Salur, Kec. Teupah Barat",0,1,1,21,13,2,5,0,ACEH
2.475764,96.370567,SIMEULUE TIMUR,P1101020201,"Jl. Pahlawan Ds. Suka Karya,  Kec. Simeulu Timur",0,1,0,26,38,2,5,0,ACEH
?,?,RSUD Simeulue,R1101015,JALAN RSUD SIMEULUE,11,12,1,220,29,13,90,73,ACEH
?,?,RSUD Aceh Singkil,R1102016,Jl. Rimo/Singkil Km.8,5,14,1,157,34,14,68,63,ACEH
?,?,RSUD Kota Subulussalam,R1102027,Jl. Subussalam - Runding KM.5 Dusun Rahmah Kec. Simpang Kiri Kota Subussalam,1,8,3,55,38,11,23,57,ACEH
?,?,RSUD Dr. H.Yulidin Away,R1103010,"Jl. T.Ben Mahmud No.86 A, TAPAKTUAN",13,12,3,147,18,18,47,203,ACEH
?,?,RSUD H. Sahudin Kutacane,R1104011,Jl. Raya Kutacane - Blang Kejeran KM 3 Kutacane,12,20,1,135,45,23,65,54,ACEH
?,?,RSU Pertamina Rantau,R1105034,Jl. Cepu No 1 Komplek Pertamina Rantau Aceh Tamiang,0,1,0,0,0,0,0,0,ACEH
?,?,RSUD dr. Zubir Mahmud,R1105056,Jl. Medan-Banda Aceh Km. 350 Desa Seuneubok Barat Kec.Idi timur Kab.Aceh timur,17,16,2,143,21,4,40,89,ACEH
?,?,RSUD Sultan Alaiddin Said Maulana Abdul Aziz Syah,R1105067,Jl. Monisa Peureulak Kabupaten Aceh Timur,1,5,1,14,3,2,19,17,ACEH
?,?,RSU Graha Bunda,R1105078,"Jl. Medan - Banda Aceh Bukit Pala, Idi Rayeuk - Aceh Timur",10,4,0,20,25,4,5,15,ACEH
?,?,RSUD Datu Beru Takengon,R1106013,Jl. Rumah Sakit No.153 Kec. Kebayakan,25,31,3,276,64,20,82,139,ACEH
?,?,RSUD Cut Nyak Dhien,R1107014,Jl. Gajah Mada Meulaboh,21,10,3,252,116,18,112,96,ACEH
?,?,RSUD Kabupaten Aceh Besar,R1108015,Jl. Banda Aceh-Medan KM.25 Sinyeu Indrapuri,9,10,3,40,15,4,24,47,ACEH
?,?,"\""RSU AL Islamic Aceh Hospital\""",R1108016S,JL. Dr.Mr.Moch Hasan no. 88 desa Lampenerut,6,7,1,12,4,0,2,7,ACEH
?,?,RSUD TGK Chik Ditiro Sigli,R1109016,Jl. Prof. A. Majid Ibrahim Sigli,23,15,3,187,49,24,72,57,ACEH
?,?,RSUD TGK. ABDULLAH SYAFII BEUREUNEUN,R1109027,"Jl. Banda Aceh - Medan Km.125,5 Kota Mini - Beureunuen",1,7,1,104,99,4,9,5,ACEH
?,?,RSU Mufid,R1109028S,"Jl.Prof.A.Majid Ibrahim, No.62-66 Blok Sawah",14,6,1,21,8,3,3,8,ACEH
?,?,RSU Citra Husada,R1109029S,Jl. Prof. A. Majid Ibrahim Lampeudeu Baroh Tijue,15,5,3,21,4,1,16,13,ACEH
?,?,RSU Malahayati,R1110027,"Jl. Medan - Banda Aceh No.100 M, Meunasah Blang - Bireuen",18,5,1,24,10,3,4,22,ACEH
?,?,RSU PT Arun,R1110053,JL. Plaju Komplek Perumahan PT Arun Batuphat,0,6,2,0,0,0,0,0,ACEH
?,?,RSUD Dr. Fauziah Bireun,R1110075,Jl. Mayjen T. Hamzah Bendahara No.13. Bireuen,23,36,8,237,62,13,133,152,ACEH
?,?,RSIA Bunda,R1110086,Jl. Darussalam 16.Lhokseumawe,25,5,0,0,8,0,0,0,ACEH
?,?,RSU Bireuen Medical Center,R1110101,"Bireuen, Aceh",17,6,1,11,8,3,2,15,ACEH
?,?,RSU Telaga Bunda,R1110102S,"Jl. Peutua Banta 7, Gampong Bireuen Meunasah Blang",9,6,1,10,10,4,4,26,ACEH
?,?,RSU PMI Cabang Aceh Utara,R1111018,Jl. Samudera Kp. Jawa Lama,28,8,0,39,20,5,13,40,ACEH
?,?,RSUD Teungku Peukan,R1112011,"Blang Pidie,Aceh Barat Daya",8,15,1,197,74,11,95,166,ACEH
?,?,RSUD Gayo Luwes,R1113012,"Jl.Pangur-Sangir, Kec Dabun Gelang",10,10,2,59,26,16,0,67,ACEH
?,?,RSUD Tamiang,R1114011,"Jl. Kesehatan,Kab.Aceh Tamiang",12,14,3,152,34,14,37,50,ACEH
?,?,RSUD Nagan Raya,R1115012,"Jl. Nasional Km.28,5 Ujung Patihah",8,18,1,99,32,13,96,101,ACEH
?,?,RSUD Muyang Kute Redelong Bener Meriah,R1117025,"Jl. Sp.Teritit _ Sp.Tiga, Redelong, Sp.Empat Kute Kering, Redelong",7,7,2,108,48,12,18,6,ACEH
?,?,RSUD PIDIE JAYA,R1118012,"Jl. Banda - Aceh KM. 158, Meureudu",3,12,2,150,12,12,38,15,ACEH
?,?,RSUD Dr. Zainoel Abidin,R1171015,"Jl. Tgk Daud Beureueh, NO. 108 B. Aceh",119,90,11,486,61,8,250,322,ACEH
?,?,Rumkit Tk II Iskandar Muda Banda Aceh,R1171026,Jl. T. Hamzah Bendahara No. 1 Banda Aceh,72,12,3,142,13,15,27,44,ACEH
?,?,RS Jiwa Banda Aceh,R1171041,"Jl. Dr.T.Syarief Thayeb,No.25 Banda Aceh",9,22,2,169,1,8,82,110,ACEH
?,?,RSU Malahayati,R1171085,"Jl. Cut Nyak Dhien No : 498 ,Banda Aceh",0,1,0,0,0,0,0,0,ACEH
?,?,RSIA Harapan Bunda,R1171096,"Jl. Teuku Umar 181,Banda Aceh",33,8,2,157,38,6,24,30,ACEH
?,?,RSU Teuku Fakinah,R1171106,"Jl. Jend.Sudirman 27-29,Banda Aceh",71,7,6,127,14,3,22,57,ACEH
?,?,RSUD Meuraxa,R1171110,Jl. Soekarno Hatta Km.2 Mibo Banda Aceh,18,13,4,181,52,27,115,92,ACEH
?,?,RSIA Propinsi NAD,R1171121,"Jl. Prof.A.Madjid Ibrahim I, no. 3 Banda Aceh",34,26,5,152,60,23,149,58,ACEH
?,?,RSU Permata Hati,R1171132,"Jl. Sultan Iskandar Muda No.217,Banda Aceh",0,0,0,0,0,0,0,0,ACEH
?,?,Rumkit Bhayangkara Banda Aceh,R1171143,"Jl. Cut Nyak Dhien No. 23, Lamteumen Barat Banda Aceh",11,10,1,51,10,1,0,15,ACEH
?,?,RSU Ubudiyah Banda Aceh,R1171144S,Jln. T. Nyak Arief No.17-24 Jeulingke,0,0,0,0,0,0,0,0,ACEH
?,?,RSUD Sabang,R1172016,Jl. Teuku Umar Sabang,7,11,1,52,27,10,76,20,ACEH
?,?,Rumkital Sabang,R1172031,Jl. T. Chik Ditiro Kota Atas Sabang,0,2,2,20,1,1,0,5,ACEH
?,?,RSU Ummi Langsa,R1173003,Jl. Prof. Majid Ibrahim No.10 A Kota Langsa,12,4,2,20,15,2,10,8,ACEH
?,?,RSUD Langsa,R1173012,Jl. Ahmad Yani No.1 Langsa Kota,20,14,5,278,61,25,80,129,ACEH
?,?,RSU Cut Meutia,R1173023,"Jl. Garuda No. 1 Kebun Baru, Langsa",2,1,2,0,0,0,0,0,ACEH
?,?,RS Cut Nyak Dhien Langsa,R1173045,Jl. T.M. Bachrun No.1. Langsa,18,9,2,52,15,1,14,57,ACEH
?,?,RSU Cut Meutia Lhoksemawe,R1174016,Jl. Banda Aceh-Medan Km.6 Buket Rata Lhokseumawe,30,15,3,312,87,20,76,314,ACEH
?,?,RSU Yayasan Kasih Ibu,R1174064,Jl. Merdeka No.17. Lhokseumawe,16,4,1,0,0,0,0,0,ACEH
?,?,Rumkit Tk IV Lhokseumawe Aceh Utara,R1174100,Jl. Samudra No.53A Kp Jawa Kec. Banda Sakti Lhokseumawe AUT,59,8,4,81,11,5,10,49,ACEH
?,?,Akademi Kebidanan Darussalam,C014131,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Keperawatan Yappkes Aceh Singkil,C014139,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Keperawatan Teungku Fakinah Banda Aceh,C014144,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Bustanul Ulum Langsa,C014146,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Public Health Medical Nursing,C014149,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Saleha,C014155,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Harapan Ibu Langsa,C014156,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Nurul Hasanah,C014159,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Yayasan Pendidikan Mona,C014169,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Medica Putro Bungsu,C014170,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Nadhirah,C014179,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Medica Bakti Persada,C014189,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Munawarrah Bireuen,C014190,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Fisioterapi Harapan Bangsa Banda Aceh,C014193,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Analis Farmasi Dan Makanan Banda Aceh,C014194,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Gayo Lues,C014197,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Adhira Mustika Gayo,C014201,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Darul Husada,C014202,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Bunga Bangsa Idi,C014203,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Medica Alas Leuser,C014206,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Keperawatan Ibnu Sina Kota Sabang,C014208,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Medica Bakti Nusantara,C014210,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Pidie Jaya,C014211,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Farmasi YPPM Mandiri,C014212,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Medika Sri Tamiang,C014218,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kebidanan Muhammadiyah Banda Aceh,C014221,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Keperawatan Abulyatama,C014225,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Keperawatan Kesdam Iskandar Muda Lhokseumawe,C014226,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Keperawatan Kesdam Iskandar Muda Banda Aceh,C014230,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Kesehatan Lingkungan Jabal Ghafur,C014233,?,?,?,?,?,?,?,?,?,ACEH
?,?,Akademi Keperawatan Jabal Ghafur,C014235,?,?,?,?,?,?,?,?,?,ACEH
?,?,BLTKM Jantho,B120201,?,?,?,?,?,?,?,?,?,ACEH
?,?,Kantor Kesehatan Pelabuhan KKP) Kls III Banda Aceh,E117101,?,?,?,?,?,?,?,?,?,ACEH
?,?,Kantor Kesehatan Pelabuhan KKP) Kls III Lhokseumawe,E117401,?,?,?,?,?,?,?,?,?,ACEH
?,?,Kantor Kesehatan Pelabuhan KKP) Kls III Sabang,E117201,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI PROVINSI ACEH,I1100,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. SIMEULUE,I1101,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH SINGKIL,I1102,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH SELATAN,I1103,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH TENGGARA,I1104,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH TIMUR,I1105,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH TENGAH,I1106,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH BARAT,I1107,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH BESAR,I1108,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. PIDIE,I1109,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. BIREUEN,I1110,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH UTARA,I1111,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH BARAT DAYA,I1112,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. GAYO LUES,I1113,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH TAMIANG,I1114,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. NAGAN RAYA,I1115,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. ACEH JAYA,I1116,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. BENER MERIAH,I1117,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KAB. PIDIE JAYA,I1118,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KOTA BANDA ACEH,I1171,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KOTA SABANG,I1172,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KOTA LANGSA,I1173,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KOTA LHOKSEUMAWE,I1174,?,?,?,?,?,?,?,?,?,ACEH
?,?,INSTALASI FARMASI KOTA SUBULUSSALAM,I1175,?,?,?,?,?,?,?,?,?,ACEH
?,?,LAB. KES DAERAH PROVINSI ACEH,M1100,?,?,?,?,?,?,?,?,?,ACEH
?,?,LAB. KES DAERAH KAB. SIMEULUE,M1101,?,?,?,?,?,?,?,?,?,ACEH
